"","ID","Mean","SD","Modal","Median","Kurtosis","Skewness","Rq","Ra","Rsk","Rku","ASM","CONT","CORR","IDM","ENT","Flake.ID","Flake.Time","Dorsal.Ventral","No.Photo","Photo.Type","Flake.Number","Flint.Type"
"207","RMS_50 04.01.07b.tif ",66.9469,40.8889,51,60,1.6072,1.0272,78.393,67.081,1.459,2.541,0.00067641875,2193.9868,0.000207021875,0.04148875,7.64743125,"RMS_50","Ten.Hours","01","07","Screened","50","Type_4"
"208","RMS_50 04.02.04a.tif ",50.2693,33.7651,36,44,5.6654,1.7586,60.568,50.353,1.632,3.566,0.00075888125,1328.39534375,0.00036715,0.0509375,7.6097625,"RMS_50","Ten.Hours","02","04","Sequential","50","Type_4"
"209","RMS_50 04.02.05a.tif ",58.6051,37.0865,43,53,3.6716,1.4508,69.434,58.618,1.531,2.976,0.0010640875,1685.87929375,0.0002826625,0.050039375,7.25926875,"RMS_50","Ten.Hours","02","05","Sequential","50","Type_4"
"210","RMS_50 04.02.06a.tif ",49.1336,33.8783,36,42,6.5126,1.99,59.626,49.149,1.708,3.938,0.0013153125,1287.1505,0.00038364375,0.05758125,7.13150625,"RMS_50","Ten.Hours","02","06","Sequential","50","Type_4"
"211","RMS_50 04.02.08b.tif ",65.078,40.7746,46,56,2.0542,1.1801,76.698,65.246,1.5,2.72,0.00094509375,1998.51439375,0.00024103125,0.047885,7.36806875,"RMS_50","Ten.Hours","02","08","Screened","50","Type_4"
"212","RMS_50 04.02.09b.tif ",72.2227,42.0909,54,65,1.1715,0.8976,83.537,72.321,1.405,2.363,0.0008949125,2337.17985625,0.000193679375,0.04449625,7.3595125,"RMS_50","Ten.Hours","02","09","Screened","50","Type_4"
"213","RMS_50 04.02.10b.tif ",48.4408,34.381,31,41,5.6347,1.8477,59.394,48.519,1.699,3.87,0.000816125,1380.40255,0.000352925,0.051249375,7.58865625,"RMS_50","Ten.Hours","02","10","Screened","50","Type_4"
"214","RMS_50 04.02.11b.tif ",56.0183,37.6536,40,48,3.7024,1.5482,67.514,55.877,1.6,3.274,0.0014395,1623.16169375,0.00030226875,0.0567325,7.01465625,"RMS_50","Ten.Hours","02","11","Screened","50","Type_4"
"215","RMS_50 04.02.12b.tif ",65.4716,42.845,43,57,1.7213,1.1662,78.372,65.457,1.513,2.774,0.00080698125,2134.58264375,0.000228675,0.045698125,7.53875,"RMS_50","Ten.Hours","02","12","Screened","50","Type_4"
"216","RMS_60 04.01.01a.tif ",60.8589,37.2352,48,55,3.0052,1.3001,71.193,60.886,1.508,2.784,0.0010738375,1844.6613125,0.000243178125,0.04865125,7.24353125,"RMS_60","Ten.Hours","01","01","Sequential","60","Type_4"
"217","RMS_60 04.01.02a.tif ",62.1397,40.229,41,54,1.9712,1.1799,73.782,62.122,1.53,2.821,0.00081966875,1962.82480625,0.000244125,0.046083125,7.51154375,"RMS_60","Ten.Hours","01","02","Sequential","60","Type_4"
"218","RMS_60 04.01.03a.tif ",64.0006,38.4725,50,58,2.4435,1.1939,74.527,63.987,1.476,2.654,0.0013765625,1977.49613125,0.00022590375,0.051209375,6.9808625,"RMS_60","Ten.Hours","01","03","Sequential","60","Type_4"
"219","RMS_60 04.02.04a.tif ",46.394,30.2503,37,40,8.8203,2.1152,55.256,46.473,1.679,3.946,0.001566,1119.8041875,0.00042598125,0.059831875,6.891025,"RMS_60","Ten.Hours","02","04","Sequential","60","Type_4"
"220","RMS_60 04.02.05a.tif ",52.2231,32.103,43,47,6.1778,1.7175,61.443,52.372,1.551,3.2,0.002348375,1347.61135,0.00033769375,0.065300625,6.4716625,"RMS_60","Ten.Hours","02","05","Sequential","60","Type_4"
"221","RMS_60 04.02.06a.tif ",75.6337,44.6116,57,69,0.6,0.7488,87.507,75.741,1.413,2.299,0.00086179375,2527.5480125,0.000184626875,0.04403625,7.35373125,"RMS_60","Ten.Hours","02","06","Sequential","60","Type_4"
"222","RMS_68 00.01.01a.tif ",44.4541,29.9105,36,40,10.5471,2.384,53.565,44.28,1.741,4.399,0.0037270625,1036.84994375,0.0004711375,0.0800125,6.06151875,"RMS_68","Fresh","01","01","Sequential","68","Type_5"
"223","RMS_68 00.01.02a.tif ",39.1242,28.1612,30,35,14.5828,2.8869,48.021,39.011,1.943,5.727,0.004544625,837.9765125,0.0005953875,0.089170625,5.87985,"RMS_68","Fresh","01","02","Sequential","68","Type_5"
"224","RMS_68 00.01.03a.tif ",42.5648,28.7642,37,37,12.991,2.6264,51.082,42.479,1.817,4.919,0.005723625,918.2162875,0.00053885625,0.095585,5.60520625,"RMS_68","Fresh","01","03","Sequential","68","Type_5"
"225","RMS_68 00.02.04a.tif ",46.782,30.1216,41,41,9.2424,2.1424,55.731,47.113,1.651,3.877,0.004310125,995.79035,0.00049839375,0.084094375,5.87161875,"RMS_68","Fresh","02","04","Sequential","68","Type_5"
"226","RMS_68 00.02.05a.tif ",39.1822,30.5386,28,32,12.5313,2.8485,49.721,39.421,2.018,6.008,0.004105875,922.5924375,0.000542,0.087959375,6.04865,"RMS_68","Fresh","02","05","Sequential","68","Type_5"
"227","RMS_68 00.02.06a.tif ",56.1256,33.9975,46,53,5.0226,1.5662,65.697,56.076,1.512,2.977,0.0050406875,1292.91470625,0.00038231875,0.0908175,5.70641875,"RMS_68","Fresh","02","06","Sequential","68","Type_5"
"228","RMS_68 01.01.01a.tif ",45.5676,30.7371,38,43,9.383,2.2577,55.004,45.677,1.732,4.24,0.003127375,1117.5375,0.0004335125,0.074135625,6.23389375,"RMS_68","Ten.Minutes","01","01","Sequential","68","Type_5"
"229","RMS_68 01.01.02a.tif ",43.0772,29.3947,37,37,11.0585,2.436,52.407,43.09,1.741,4.505,0.004053125,1001.04646875,0.00048791875,0.08364625,5.9740875,"RMS_68","Ten.Minutes","01","02","Sequential","68","Type_5"
"230","RMS_68 01.01.03a.tif ",46.0134,30.2574,36,41,9.3206,2.171,55.148,46.294,1.677,4.008,0.004371,1049.00375,0.00046754375,0.086943125,5.8718875,"RMS_68","Ten.Minutes","01","03","Sequential","68","Type_5"
"231","RMS_68 01.02.04a.tif ",49.3463,31.0089,40,45,7.91,1.9723,58.35,49.24,1.601,3.552,0.0036299375,1094.7360125,0.00044921875,0.07830875,6.04241875,"RMS_68","Ten.Minutes","02","04","Sequential","68","Type_5"
"232","RMS_68 01.02.05a.tif ",45.8464,30.751,38,43,9.2741,2.2361,55.197,45.941,1.726,4.182,0.003846125,1101.28761875,0.00044275,0.08201375,6.02659375,"RMS_68","Ten.Minutes","02","05","Sequential","68","Type_5"
"233","RMS_68 01.02.06a.tif ",58.2341,34.7499,45,52,4.017,1.3937,67.591,57.946,1.495,2.832,0.0043174375,1398.7139875,0.00034974375,0.08480625,5.84386875,"RMS_68","Ten.Minutes","02","06","Sequential","68","Type_5"
"234","RMS_68 02.01.01a.tif ",46.5645,30.8518,36,40,9.1293,2.2151,55.825,46.374,1.698,4.09,0.003410125,1102.12214375,0.00044353125,0.0776075,6.1509,"RMS_68","One.Hour","01","01","Sequential","68","Type_5"
"235","RMS_68 02.01.01b.tif ",55.0757,32.7186,45,51,5.2323,1.5482,64.176,54.961,1.499,2.927,0.0036523125,1430.78616875,0.00031221875,0.07618375,6.0236125,"RMS_68","One.Hour","01","01","Screened","68","Type_5"
"236","RMS_68 02.01.02a.tif ",46.9522,30.8455,40,40,8.8774,2.1753,56.232,46.864,1.672,3.963,0.0040856875,1105.239125,0.0004417625,0.08358375,5.96665625,"RMS_68","One.Hour","01","02","Sequential","68","Type_5"
"237","RMS_68 02.01.03a.tif ",48.4505,30.323,38,44,8.367,1.9664,57.092,48.212,1.614,3.622,0.0044285625,1118.1249625,0.0004277875,0.085428125,5.8278875,"RMS_68","One.Hour","01","03","Sequential","68","Type_5"
"238","RMS_68 02.02.02b.tif ",48.9044,32.1512,38,44,7.3085,1.9753,58.432,48.669,1.666,3.789,0.0044054375,1201.81230625,0.000406275,0.086969375,5.884175,"RMS_68","One.Hour","02","02","Screened","68","Type_5"
"239","RMS_68 02.02.03b.tif ",53.9127,34.8514,41,47,4.7178,1.5977,64.206,53.864,1.588,3.25,0.003994625,1456.3381125,0.000330975,0.0829125,5.969175,"RMS_68","One.Hour","02","03","Screened","68","Type_5"
"240","RMS_68 02.02.04a.tif ",51.3553,32.3807,40,45,6.7322,1.8423,60.916,51.388,1.565,3.395,0.00339675,1225.642325,0.00039766875,0.075585,6.11021875,"RMS_68","One.Hour","02","04","Sequential","68","Type_5"
"241","RMS_68 02.02.04b.tif ",48.969,32.4438,37,42,6.6728,1.8964,58.644,49.385,1.666,3.703,0.004034,1176.072725,0.0004197875,0.084358125,5.9767,"RMS_68","One.Hour","02","04","Screened","68","Type_5"
"242","RMS_68 02.02.05a.tif ",47.2602,30.8617,40,40,8.6009,2.1256,56.496,47.185,1.663,3.894,0.0040176875,1095.3957625,0.00044711875,0.08377,5.9789,"RMS_68","One.Hour","02","05","Sequential","68","Type_5"
"243","RMS_68 02.02.05b.tif ",54.3794,34.9355,40,46,4.7983,1.6293,64.8,54.242,1.559,3.211,0.0038189375,1421.40868125,0.00034324375,0.0809625,6.0148625,"RMS_68","One.Hour","02","05","Screened","68","Type_5"
"244","RMS_68 02.02.06a.tif ",59.4514,37.1207,48,54,3.3791,1.3884,70.15,59.442,1.525,2.906,0.003418625,1607.22055625,0.00030349375,0.0775925,6.09655,"RMS_68","One.Hour","02","06","Sequential","68","Type_5"
"245","RMS_68 02.02.06b.tif ",59.4514,37.1207,48,54,3.3791,1.3884,70.15,59.442,1.525,2.906,0.003418625,1607.22055625,0.00030349375,0.0775925,6.09655,"RMS_68","One.Hour","02","06","Screened","68","Type_5"
"246","RMS_68 03.01.01a.tif ",47.4014,31.4894,37,42,8.2984,2.1138,57.013,47.364,1.686,3.946,0.00343375,1169.81795625,0.00041479375,0.07735625,6.1350875,"RMS_68","Five.Hours","01","01","Sequential","68","Type_5"
"247","RMS_68 03.01.01b.tif ",53.8487,32.064,44,49,5.593,1.5892,62.695,53.594,1.507,3.017,0.00362125,1369.43240625,0.00032739375,0.075435625,6.02555,"RMS_68","Five.Hours","01","01","Screened","68","Type_5"
"248","RMS_68 03.01.02a.tif ",50.7543,33.0864,38,44,6.2925,1.8494,60.484,50.488,1.633,3.595,0.004026,1326.96278125,0.00036103125,0.08127,5.9698375,"RMS_68","Five.Hours","01","02","Sequential","68","Type_5"
"249","RMS_68 03.01.03a.tif ",52.3057,32.6233,44,51,5.897,1.6812,61.875,52.655,1.537,3.188,0.004901125,1342.96541875,0.0003485125,0.088195625,5.73248125,"RMS_68","Five.Hours","01","03","Sequential","68","Type_5"
"250","RMS_68 03.02.02b.tif ",55.8848,35.8225,41,53,4.2151,1.5237,66.332,55.825,1.573,3.151,0.0036563125,1583.5337375,0.0002997375,0.0783875,6.04526875,"RMS_68","Five.Hours","02","02","Screened","68","Type_5"
"251","RMS_68 03.02.03b.tif ",58.7212,38.4307,43,54,2.9278,1.361,69.699,58.554,1.583,3.099,0.0026655625,1721.0172,0.0002835375,0.0710575,6.358025,"RMS_68","Five.Hours","02","03","Screened","68","Type_5"
"252","RMS_68 03.02.04a.tif ",53.6538,34.0483,43,48,5.4728,1.6952,63.097,53.465,1.62,3.392,0.003444,1341.9866,0.00036453125,0.076476875,6.09885,"RMS_68","Five.Hours","02","04","Sequential","68","Type_5"
"253","RMS_68 03.02.04b.tif ",58.3326,37.3488,45,51,3.3922,1.4183,69.438,58.232,1.532,2.971,0.0030588125,1644.0771875,0.0002952,0.074213125,6.2213875,"RMS_68","Five.Hours","02","04","Screened","68","Type_5"
"254","RMS_68 03.02.05a.tif ",46.4025,31.1472,35,40,8.3041,2.1234,56.047,46.458,1.67,3.986,0.00418475,1105.90769375,0.00044413125,0.084790625,5.9462,"RMS_68","Five.Hours","02","05","Sequential","68","Type_5"
"255","RMS_68 03.02.05b.tif ",64.4066,41.4352,45,56,2.039,1.1976,76.825,64.348,1.499,2.762,0.0023645,2070.1435125,0.0002322125,0.06591,6.45670625,"RMS_68","Five.Hours","02","05","Screened","68","Type_5"
"256","RMS_68 03.02.06a.tif ",66.1923,41.3646,48,60,1.8353,1.1331,78.102,66.188,1.483,2.661,0.002631,2006.3417125,0.0002425875,0.069260625,6.3392875,"RMS_68","Five.Hours","02","06","Sequential","68","Type_5"
"257","RMS_68 03.02.06b.tif ",66.1923,41.3646,48,60,1.8353,1.1331,78.102,66.188,1.483,2.661,0.002631,2006.3417125,0.0002425875,0.069260625,6.3392875,"RMS_68","Five.Hours","02","06","Screened","68","Type_5"
"258","RMS_68 04.01.01a.tif ",49.4175,32.9665,37,45,7.283,2.0137,59.276,49.58,1.686,3.886,0.0024600625,1289.29970625,0.00037549375,0.068926875,6.472325,"RMS_68","Ten.Hours","01","01","Sequential","68","Type_5"
"259","RMS_68 04.01.01b.tif ",57.0809,33.7981,48,52,4.2972,1.417,66.39,57.22,1.484,2.805,0.0023869375,1528.64108125,0.000292,0.064304375,6.43305,"RMS_68","Ten.Hours","01","01","Screened","68","Type_5"
"260","RMS_68 04.01.02a.tif ",50.9748,34.1529,38,43,5.7505,1.8171,61.334,51.115,1.647,3.603,0.002957125,1385.6308125,0.0003489875,0.073239375,6.28778125,"RMS_68","Ten.Hours","01","02","Sequential","68","Type_5"
"261","RMS_68 04.01.03a.tif ",53.9253,33.8084,44,49,4.9704,1.5699,63.644,53.704,1.547,3.164,0.0033951875,1426.36565625,0.00033035,0.07654,6.089325,"RMS_68","Ten.Hours","01","03","Sequential","68","Type_5"
"262","RMS_68 04.02.02b.tif ",56.9696,36.3055,41,52,3.6801,1.4417,67.601,57.204,1.543,3.009,0.00266625,1640.7101625,0.0002878375,0.0697225,6.3512625,"RMS_68","Ten.Hours","02","02","Screened","68","Type_5"
"263","RMS_68 04.02.03b.tif ",63.9353,40.7375,46,57,2.12,1.1841,75.832,64.04,1.503,2.741,0.0020073125,2001.20439375,0.000240275,0.062145,6.60505,"RMS_68","Ten.Hours","02","03","Screened","68","Type_5"
"264","RMS_68 04.02.04a.tif ",52.6963,33.6525,44,49,5.3227,1.6562,62.441,52.598,1.573,3.283,0.0023888125,1313.3723875,0.00037211875,0.06769375,6.45765625,"RMS_68","Ten.Hours","02","04","Sequential","68","Type_5"
"265","RMS_68 04.02.04b.tif ",61.58,39.3586,46,57,2.5828,1.2738,73.127,61.675,1.518,2.831,0.002216,1876.66520625,0.00025535,0.065121875,6.523775,"RMS_68","Ten.Hours","02","04","Screened","68","Type_5"
"266","RMS_68 04.02.05a.tif ",49.5427,32.5131,41,46,6.7144,1.8857,59.558,49.575,1.619,3.581,0.002953,1259.96191875,0.0003833875,0.0736575,6.2750375,"RMS_68","Ten.Hours","02","05","Sequential","68","Type_5"
"267","RMS_68 04.02.05b.tif ",65.8022,41.662,45,61,1.7037,1.1044,77.92,65.816,1.485,2.68,0.0017943125,2181.16470625,0.0002151775,0.058795625,6.710575,"RMS_68","Ten.Hours","02","05","Screened","68","Type_5"
"268","RMS_68 04.02.06a.tif ",65.603,40.8474,47,58,1.8161,1.1056,77.205,65.627,1.494,2.651,0.0020359375,2000.82085,0.00024096875,0.06273875,6.5868875,"RMS_68","Ten.Hours","02","06","Sequential","68","Type_5"
"269","RMS_68 04.02.06b.tif ",65.603,40.8474,47,58,1.8161,1.1056,77.205,65.627,1.494,2.651,0.0020359375,2000.82085,0.00024096875,0.06273875,6.5868875,"RMS_68","Ten.Hours","02","06","Screened","68","Type_5"
"270","RMS_69 00.01.01a.tif ",47.3066,31.2276,37,43,7.5588,2.005,56.728,47.175,1.652,3.791,0.001483125,1233.71981875,0.00037843125,0.058046875,6.98156875,"RMS_69","Fresh","01","01","Sequential","69","Type_5"
"271","RMS_69 00.01.02a.tif ",45.0397,31.6324,31,40,7.2672,2.006,55.105,45.062,1.706,4.081,0.0013589375,1113.34131875,0.0004441375,0.05996875,7.0967125,"RMS_69","Fresh","01","02","Sequential","69","Type_5"
"272","RMS_69 00.01.03a.tif ",58.2557,35.7834,43,51,3.6642,1.4232,68.553,58.382,1.506,2.864,0.001848125,1702.65989375,0.0002634125,0.057804375,6.7235875,"RMS_69","Fresh","01","03","Sequential","69","Type_5"
"273","RMS_69 00.02.04a.tif ",37.3364,28.105,28,31,16.674,3.1798,46.899,37.236,2.026,6.408,0.002224125,838.90345625,0.0005942875,0.072488125,6.6204125,"RMS_69","Fresh","02","04","Sequential","69","Type_5"
"274","RMS_69 00.02.05a.tif ",44.2127,27.6336,37,41,12.2648,2.3936,52.402,44.233,1.638,4.042,0.00401575,971.26015,0.00047879375,0.08061375,5.9447,"RMS_69","Fresh","02","05","Sequential","69","Type_5"
"275","RMS_69 00.02.06a.tif ",46.1772,29.3639,37,42,9.4259,2.1448,54.808,46.155,1.648,3.82,0.003739625,1064.76721875,0.00044545,0.079451875,6.04168125,"RMS_69","Fresh","02","06","Sequential","69","Type_5"
"276","RMS_69 01.01.01a.tif ",59.2999,36.867,46,52,3.256,1.3767,69.931,59.199,1.508,2.851,0.001033025,1795.470225,0.000251375,0.048705625,7.304575,"RMS_69","Ten.Minutes","01","01","Sequential","69","Type_5"
"277","RMS_69 01.01.02a.tif ",55.8179,36.8282,36,49,3.2398,1.4235,66.938,55.69,1.564,3.067,0.0011240625,1652.99366875,0.00028895,0.051659375,7.241725,"RMS_69","Ten.Minutes","01","02","Sequential","69","Type_5"
"278","RMS_69 01.01.03a.tif ",64.5922,38.7319,50,59,2.5308,1.2192,75.238,64.531,1.47,2.653,0.001625,2048.4856125,0.00021325,0.053569375,6.82496875,"RMS_69","Ten.Minutes","01","03","Sequential","69","Type_5"
"279","RMS_69 01.02.04a.tif ",40.3491,28.572,32,35,13.4222,2.7328,49.406,40.317,1.879,5.262,0.0019216875,944.9293875,0.000517225,0.066175625,6.73419375,"RMS_69","Ten.Minutes","02","04","Sequential","69","Type_5"
"280","RMS_69 01.02.05a.tif ",42.9958,27.308,37,41,12.7866,2.4718,50.914,43.172,1.696,4.247,0.003408375,955.75545,0.00048348125,0.076239375,6.11503125,"RMS_69","Ten.Minutes","02","05","Sequential","69","Type_5"
"281","RMS_69 01.02.06a.tif ",51.0723,32.9625,40,45,5.9615,1.7861,60.773,50.872,1.605,3.454,0.002703375,1353.686975,0.00034843125,0.07034625,6.3711,"RMS_69","Ten.Minutes","02","06","Sequential","69","Type_5"
"282","RMS_69 02.01.01a.tif ",52.3677,32.9455,40,47,5.8558,1.7506,62.023,52.341,1.558,3.276,0.0016896875,1410.991925,0.00032439375,0.058738125,6.8374125,"RMS_69","One.Hour","01","01","Sequential","69","Type_5"
"283","RMS_69 02.01.01b.tif ",64.5952,39.0501,51,58,2.3512,1.205,75.439,64.511,1.476,2.648,0.0010627125,1992.95301875,0.0002287925,0.048440625,7.261525,"RMS_69","One.Hour","01","01","Screened","69","Type_5"
"284","RMS_69 02.01.02a.tif ",55.5284,35.5915,40,50,3.379,1.4011,66.025,55.535,1.532,2.964,0.001185625,1544.719075,0.00030935,0.05321125,7.1729875,"RMS_69","One.Hour","01","02","Sequential","69","Type_5"
"285","RMS_69 02.01.02b.tif ",58.5665,36.3872,45,52,3.3471,1.3797,68.816,58.591,1.532,2.897,0.001178375,1704.51753125,0.00027050625,0.0509775,7.16803125,"RMS_69","One.Hour","01","02","Screened","69","Type_5"
"286","RMS_69 02.01.03a.tif ",64.4058,37.6709,52,57,2.687,1.2065,74.713,64.593,1.44,2.564,0.001873375,1939.93425625,0.000224888125,0.056786875,6.67721875,"RMS_69","One.Hour","01","03","Sequential","69","Type_5"
"287","RMS_69 02.01.03b.tif ",67.2552,40.9872,49,60,1.6043,1.0613,78.753,67.303,1.458,2.528,0.0010073,2147.23448125,0.000216055,0.04701,7.2864625,"RMS_69","One.Hour","01","03","Screened","69","Type_5"
"288","RMS_69 02.01.04b.tif ",63.1796,39.5029,45,58,2.35,1.2231,74.319,63.154,1.511,2.774,0.0008370125,1909.83728125,0.00024975625,0.046294375,7.4926875,"RMS_69","One.Hour","01","04","Screened","69","Type_5"
"289","RMS_69 02.01.05b.tif ",61.4986,39.3288,41,55,2.3187,1.2305,72.826,61.533,1.528,2.83,0.00100084375,1892.9859,0.000251941875,0.048655625,7.31420625,"RMS_69","One.Hour","01","05","Screened","69","Type_5"
"290","RMS_69 02.01.06b.tif ",55.7319,36.8995,39,47,3.7738,1.5229,66.495,55.154,1.613,3.28,0.0016549375,1608.6541625,0.00030150625,0.057576875,6.85885625,"RMS_69","One.Hour","01","06","Screened","69","Type_5"
"291","RMS_69 02.01.07b.tif ",56.4192,36.6421,38,51,3.3917,1.4207,67.253,56.722,1.56,3.056,0.00100796875,1664.54924375,0.00028439375,0.04991625,7.3273875,"RMS_69","One.Hour","01","07","Screened","69","Type_5"
"292","RMS_69 02.01.08b.tif ",51.3959,32.6864,40,44,5.7678,1.7527,61.115,51.45,1.564,3.287,0.00211675,1365.71474375,0.0003392625,0.063405625,6.61259375,"RMS_69","One.Hour","01","08","Screened","69","Type_5"
"293","RMS_69 02.02.04a.tif ",41.1497,28.2915,33,36,13.2341,2.6721,49.869,41.071,1.832,5.02,0.0019646875,933.5375375,0.00052225,0.06675375,6.690025,"RMS_69","One.Hour","02","04","Sequential","69","Type_5"
"294","RMS_69 02.02.05a.tif ",48.9925,29.8295,40,44,8.1815,1.9102,57.325,48.902,1.566,3.398,0.0029208125,1203.36443125,0.00036628125,0.07101625,6.2498125,"RMS_69","One.Hour","02","05","Sequential","69","Type_5"
"295","RMS_69 02.02.06a.tif ",59.8839,36.7365,48,52,3.4403,1.3714,70.33,60.032,1.498,2.833,0.00211075,1750.460825,0.00026208125,0.061666875,6.57116875,"RMS_69","One.Hour","02","06","Sequential","69","Type_5"
"296","RMS_69 02.02.09b.tif ",68.8342,40.4049,51,64,1.8668,1.0613,80.053,68.95,1.419,2.428,0.0012715625,2234.1319,0.000195150625,0.04892125,7.043475,"RMS_69","One.Hour","02","09","Screened","69","Type_5"
"297","RMS_69 02.02.10b.tif ",72.7582,42.6782,57,65,1.2226,0.9278,84.183,72.795,1.432,2.394,0.00113975,2417.9994875,0.000186049375,0.047439375,7.1286875,"RMS_69","One.Hour","02","10","Screened","69","Type_5"
"298","RMS_69 02.02.11b.tif ",60.863,37.9899,46,55,3.0367,1.3453,71.629,60.871,1.53,2.874,0.0018789375,1869.62560625,0.00024553125,0.058481875,6.69934375,"RMS_69","One.Hour","02","11","Screened","69","Type_5"
"299","RMS_69 02.02.12b.tif ",53.8159,35.0539,42,46,5.0756,1.7089,64.232,53.801,1.605,3.37,0.0021031875,1498.2515375,0.0003189125,0.062646875,6.6218875,"RMS_69","One.Hour","02","12","Screened","69","Type_5"
"300","RMS_69 02.02.13b.tif ",59.8839,36.7365,48,52,3.4403,1.3714,70.33,60.032,1.498,2.833,0.00211075,1750.460825,0.00026208125,0.061666875,6.57116875,"RMS_69","One.Hour","02","13","Screened","69","Type_5"
"301","RMS_69 03.01.01a.tif ",61.5203,37.7008,48,55,2.9089,1.2977,72.119,61.577,1.493,2.78,0.00102623125,1881.26555625,0.00023962,0.04790625,7.29298125,"RMS_69","Five.Hours","01","01","Sequential","69","Type_5"
"302","RMS_69 03.01.01b.tif ",60.647,37.4111,48,55,2.8996,1.2971,71.103,60.676,1.514,2.801,0.0010776875,1841.44845,0.00024598125,0.048936875,7.24473125,"RMS_69","Five.Hours","01","01","Screened","69","Type_5"
"303","RMS_69 03.01.02a.tif ",63.0338,40.0748,42,56,1.9704,1.1746,74.569,63.182,1.508,2.749,0.00098020625,1999.07745625,0.0002362,0.047773125,7.336675,"RMS_69","Five.Hours","01","02","Sequential","69","Type_5"
"304","RMS_69 03.01.02b.tif ",60.6312,37.0457,46,53,3.0439,1.316,70.883,60.612,1.496,2.802,0.0011703125,1791.299075,0.00025453125,0.0503875,7.16961875,"RMS_69","Five.Hours","01","02","Screened","69","Type_5"
"305","RMS_69 03.01.03a.tif ",63.4419,38.1067,47,56,2.5401,1.2113,74.209,63.553,1.458,2.612,0.001510125,1966.35926875,0.000224003125,0.052811875,6.894625,"RMS_69","Five.Hours","01","03","Sequential","69","Type_5"
"306","RMS_69 03.01.03b.tif ",66.5665,41.08,47,58,1.7928,1.1102,78.102,66.479,1.482,2.626,0.00093650625,2153.19466875,0.000215806875,0.04616,7.36290625,"RMS_69","Five.Hours","01","03","Screened","69","Type_5"
"307","RMS_69 03.01.04b.tif ",66.2254,41.7253,51,60,1.7694,1.1255,78.198,66.346,1.494,2.68,0.00072213125,2089.8312375,0.00023057125,0.043694375,7.6276,"RMS_69","Five.Hours","01","04","Screened","69","Type_5"
"308","RMS_69 03.01.05b.tif ",68.5368,43.0259,47,61,1.3554,1.0318,80.839,68.457,1.479,2.6,0.000738325,2263.403,0.00021090375,0.043106875,7.58125,"RMS_69","Five.Hours","01","05","Screened","69","Type_5"
"309","RMS_69 03.01.06b.tif ",57.3132,37.6411,39,51,3.2409,1.4363,68.374,57.01,1.576,3.109,0.0015160625,1708.43679375,0.0002812375,0.05585375,6.94631875,"RMS_69","Five.Hours","01","06","Screened","69","Type_5"
"310","RMS_69 03.01.07b.tif ",65.1205,41.5174,46,56,1.8384,1.156,77.342,65.025,1.489,2.712,0.000791175,2166.5517625,0.000216610625,0.044103125,7.5437625,"RMS_69","Five.Hours","01","07","Screened","69","Type_5"
"311","RMS_69 03.01.08b.tif ",49.0307,31.22,39,43,6.7244,1.8321,57.997,48.482,1.611,3.503,0.0022544375,1231.77831875,0.00037956875,0.064808125,6.54035,"RMS_69","Five.Hours","01","08","Screened","69","Type_5"
"312","RMS_69 03.02.04a.tif ",45.4874,30.2758,35,42,9.2524,2.2084,54.461,45.344,1.715,4.169,0.00177375,1114.9464375,0.000428975,0.0620375,6.7863875,"RMS_69","Five.Hours","02","04","Sequential","69","Type_5"
"313","RMS_69 03.02.05a.tif ",51.4514,32.0904,40,45,6.6091,1.8202,60.605,51.235,1.579,3.377,0.002727375,1340.06615625,0.00034075625,0.06893625,6.34271875,"RMS_69","Five.Hours","02","05","Sequential","69","Type_5"
"314","RMS_69 03.02.06a.tif ",70.8233,42.7527,55,63,1.1152,0.9144,82.709,70.763,1.435,2.421,0.0010668875,2339.8295,0.00019820875,0.047360625,7.1787,"RMS_69","Five.Hours","02","06","Sequential","69","Type_5"
"315","RMS_69 03.02.09b.tif ",65.3694,38.7968,54,58,2.3732,1.17,75.855,65.341,1.464,2.601,0.0013354375,2052.455675,0.00021321375,0.05021625,7.0087875,"RMS_69","Five.Hours","02","09","Screened","69","Type_5"
"316","RMS_69 03.02.10b.tif ",80.1724,46.7331,61,73,0.354,0.6857,92.592,80.267,1.386,2.219,0.0006786625,2811.9402,0.00016429375,0.039944375,7.5835625,"RMS_69","Five.Hours","02","10","Screened","69","Type_5"
"317","RMS_69 03.02.11b.tif ",67.0893,42.2992,45,61,1.4372,1.0467,79.137,67.26,1.489,2.642,0.00111258125,2224.9359125,0.0002124075,0.04872,7.17336875,"RMS_69","Five.Hours","02","11","Screened","69","Type_5"
"318","RMS_69 03.02.12b.tif ",63.2462,40.4792,47,56,2.4317,1.2763,75.253,63.357,1.513,2.817,0.001459875,2062.66160625,0.0002271875,0.05329375,6.94683125,"RMS_69","Five.Hours","02","12","Screened","69","Type_5"
"319","RMS_69 03.02.13b.tif ",70.8233,42.7527,55,63,1.1152,0.9144,82.709,70.763,1.435,2.421,0.0010668875,2339.8295,0.00019820875,0.047360625,7.1787,"RMS_69","Five.Hours","02","13","Screened","69","Type_5"
"320","RMS_69 04.01.01b.tif ",62.7633,38.5696,49,56,2.4903,1.2304,73.798,62.667,1.476,2.689,0.000900625,1947.95508125,0.00023359625,0.0462875,7.41968125,"RMS_69","Ten.Hours","01","01","Screened","69","Type_5"
