"","ID","Mean","SD","Modal","Median","Kurtosis","Skewness","Rq","Ra","Rsk","Rku","ASM","CONT","CORR","IDM","ENT","Flake.ID","Flake.Time","Dorsal.Ventral","No.Photo","Photo.Type","Flake.Number","Flint.Type"
"321","RMS_69 04.01.02b.tif ",64.3415,38.4663,50,57,2.4697,1.189,74.807,64.314,1.462,2.635,0.00102643125,1979.4163625,0.00022535625,0.047495625,7.27865,"RMS_69","Ten.Hours","01","02","Screened","69","Type_5"
"322","RMS_69 04.01.03b.tif ",66.9689,42.3476,47,59,1.4276,1.0522,79.309,66.921,1.472,2.613,0.00066245625,2190.31151875,0.00021808375,0.042046875,7.6957625,"RMS_69","Ten.Hours","01","03","Screened","69","Type_5"
"323","RMS_69 04.01.04b.tif ",71.0864,44.5029,51,63,0.9464,0.937,83.909,71.119,1.459,2.495,0.00053731875,2397.80319375,0.00020015375,0.03929125,7.88210625,"RMS_69","Ten.Hours","01","04","Screened","69","Type_5"
"324","RMS_69 04.01.05b.tif ",74.0306,45.8941,48,67,0.6794,0.8512,86.85,73.97,1.452,2.438,0.00055245625,2513.968225,0.00019225625,0.0393725,7.83220625,"RMS_69","Ten.Hours","01","05","Screened","69","Type_5"
"325","RMS_69 04.01.06b.tif ",60.7268,38.9268,42,53,2.2986,1.2267,72.023,60.848,1.521,2.828,0.00105054375,1823.1245,0.00026395625,0.04984375,7.2648,"RMS_69","Ten.Hours","01","06","Screened","69","Type_5"
"326","RMS_69 04.01.07b.tif ",65.9861,42.1533,46,59,1.6222,1.1014,78.085,65.82,1.508,2.722,0.00066256875,2195.6801,0.000216050625,0.04199375,7.70395625,"RMS_69","Ten.Hours","01","07","Screened","69","Type_5"
"327","RMS_69 04.01.08b.tif ",55.6005,35.0953,44,48,4.1166,1.5191,65.952,55.687,1.528,3.021,0.001732375,1594.6532625,0.0002879125,0.057469375,6.79069375,"RMS_69","Ten.Hours","01","08","Screened","69","Type_5"
"328","RMS_69 04.02.09b.tif ",65.78,38.8621,53,60,2.2527,1.1259,76.41,65.83,1.447,2.526,0.0010773375,2043.788375,0.000215951875,0.047295625,7.20659375,"RMS_69","Ten.Hours","02","09","Screened","69","Type_5"
"329","RMS_69 04.02.10b.tif ",79.3596,47.0095,58,72,0.3066,0.6875,92.127,79.276,1.399,2.228,0.00061116875,2730.5445875,0.000173921875,0.039723125,7.6891125,"RMS_69","Ten.Hours","02","10","Screened","69","Type_5"
"330","RMS_69 04.02.11b.tif ",73.4462,44.0362,54,66,0.8741,0.8516,85.497,73.367,1.429,2.374,0.00095556875,2481.2894,0.000186915625,0.045656875,7.2789,"RMS_69","Ten.Hours","02","11","Screened","69","Type_5"
"331","RMS_69 04.02.12b.tif ",67.5899,41.8292,51,59,1.5745,1.0598,79.48,67.546,1.471,2.582,0.001194,2249.1710625,0.000205290625,0.0492575,7.10373125,"RMS_69","Ten.Hours","02","12","Screened","69","Type_5"
"332","RMS_69 04.02.13b.tif ",75.6337,44.6116,57,69,0.6,0.7488,87.507,75.741,1.413,2.299,0.00086179375,2527.5480125,0.000184626875,0.04403625,7.35373125,"RMS_69","Ten.Hours","02","13","Screened","69","Type_5"
"333","RMS_78 00.01.01a.tif ",44.0747,35.2546,30,37,8.3988,2.4795,56.301,44.213,1.995,5.397,0.002878625,1195.24699375,0.00041780625,0.075993125,6.4776875,"RMS_78","Fresh","01","01","Sequential","78","Type_5"
"334","RMS_78 00.01.02a.tif ",42.2521,28.3844,35,39,13.6893,2.7202,50.747,42.264,1.815,4.977,0.0026585625,967.4466625,0.0004971125,0.071395,6.38971875,"RMS_78","Fresh","01","02","Sequential","78","Type_5"
"335","RMS_78 00.01.03a.tif ",48.1124,30.1132,39,45,8.4065,2.0088,56.601,47.936,1.616,3.639,0.0016108125,1162.64305,0.000398075,0.0592425,6.85254375,"RMS_78","Fresh","01","03","Sequential","78","Type_5"
"336","RMS_78 00.02.04a.tif ",40.9426,31.0528,32,37,11.2316,2.6642,51.426,41.229,1.933,5.455,0.00369125,1030.33374375,0.000483525,0.083669375,6.15308125,"RMS_78","Fresh","02","04","Sequential","78","Type_5"
"337","RMS_78 00.02.05a.tif ",41.302,28.8754,32,35,12.3958,2.6541,50.215,41.189,1.857,5.069,0.0022951875,962.7163875,0.0005081,0.069843125,6.5722625,"RMS_78","Fresh","02","05","Sequential","78","Type_5"
"338","RMS_78 00.02.06a.tif ",59.7943,33.9841,51,55,3.846,1.3031,68.821,59.759,1.442,2.61,0.0017515625,1672.84310625,0.000241649375,0.055851875,6.7332875,"RMS_78","Fresh","02","06","Sequential","78","Type_5"
"339","RMS_78 01.01.01a.tif ",41.6127,31.682,32,36,10.3237,2.5893,52.453,41.63,1.898,5.281,0.002857,1044.57631875,0.00047813125,0.07562375,6.4207875,"RMS_78","Ten.Minutes","01","01","Sequential","78","Type_5"
"340","RMS_78 01.01.02a.tif ",45.6696,29.6291,35,43,10.0943,2.2736,54.271,45.679,1.698,4.16,0.002187125,1128.3278,0.00040870625,0.06504875,6.5733875,"RMS_78","Ten.Minutes","01","02","Sequential","78","Type_5"
"341","RMS_78 01.01.03a.tif ",50.7039,31.0589,44,47,7.3249,1.8579,59.698,50.548,1.54,3.319,0.0015695,1269.2753,0.00035706875,0.05748625,6.87176875,"RMS_78","Ten.Minutes","01","03","Sequential","78","Type_5"
"342","RMS_78 01.02.04a.tif ",43.6304,29.5998,35,39,10.0789,2.3026,52.542,43.536,1.757,4.437,0.0034606875,1060.41591875,0.0004522,0.079399375,6.13158125,"RMS_78","Ten.Minutes","02","04","Sequential","78","Type_5"
"343","RMS_78 01.02.05a.tif ",44.6076,29.9297,37,40,10.2171,2.3628,53.91,44.451,1.716,4.294,0.0020765625,1091.58049375,0.00043748125,0.06530375,6.64764375,"RMS_78","Ten.Minutes","02","05","Sequential","78","Type_5"
"344","RMS_78 01.02.06a.tif ",63.9923,36.1526,51,60,2.6769,1.109,73.731,64.095,1.404,2.413,0.001515125,1948.22971875,0.0001975525,0.0516125,6.85618125,"RMS_78","Ten.Minutes","02","06","Sequential","78","Type_5"
"345","RMS_78 02.01.01a.tif ",43.1283,32.1611,30,38,10.1751,2.5589,53.706,43.026,1.899,5.208,0.0030091875,1051.96305625,0.0004753875,0.076744375,6.35671875,"RMS_78","One.Hour","01","01","Sequential","78","Type_5"
"346","RMS_78 02.01.01b.tif ",44.4961,29.7769,34,41,9.9529,2.2966,53.547,44.529,1.732,4.243,0.0021470625,1088.0575,0.0004375375,0.06586,6.6052625,"RMS_78","One.Hour","01","01","Screened","78","Type_5"
"347","RMS_78 02.01.02a.tif ",47.6738,29.2793,40,44,8.989,2.0455,56.182,47.715,1.584,3.533,0.0025341875,1134.1721,0.00039734375,0.067568125,6.4019875,"RMS_78","One.Hour","01","02","Sequential","78","Type_5"
"348","RMS_78 02.01.02b.tif ",63.6304,37.9367,51,59,2.4022,1.1721,74.109,63.588,1.459,2.592,0.001456875,1933.80725,0.000229735,0.0528025,6.9249875,"RMS_78","One.Hour","01","02","Screened","78","Type_5"
"349","RMS_78 02.01.03a.tif ",57.3398,33.8955,48,51,4.1929,1.3822,66.626,57.237,1.478,2.793,0.0013824375,1544.398075,0.00028774375,0.05366125,6.9642,"RMS_78","One.Hour","01","03","Sequential","78","Type_5"
"350","RMS_78 02.01.03b.tif ",54.9642,34.2966,45,49,4.979,1.6249,64.754,55.281,1.562,3.14,0.0018801875,1601.39164375,0.0002731,0.05862625,6.71018125,"RMS_78","One.Hour","01","03","Screened","78","Type_5"
"351","RMS_78 02.01.04b.tif ",63.6525,39.1912,48,56,2.5949,1.2936,75.018,63.763,1.478,2.713,0.0013489375,1995.2480875,0.000229675625,0.051426875,7.03896875,"RMS_78","One.Hour","01","04","Screened","78","Type_5"
"352","RMS_78 02.012.05b.tif ",65.3541,38.3792,53,61,2.6672,1.2238,75.688,65.582,1.464,2.615,0.0013570625,1942.82970625,0.000232975,0.05140375,7.0067375,"RMS_78","One.Hour","01",".0","Screened","78","Type_5"
"353","RMS_78 02.012.06b.tif ",50.0942,30.7673,41,44,7.3007,1.8422,58.869,50.134,1.567,3.345,0.0016373125,1225.95095625,0.00037456875,0.0587075,6.8274875,"RMS_78","One.Hour","01",".0","Screened","78","Type_5"
"354","RMS_78 02.012.07b.tif ",57.301,34.5459,47,51,3.9962,1.4295,66.817,57.014,1.502,2.873,0.0015826875,1638.74920625,0.0002646875,0.0548775,6.8640875,"RMS_78","One.Hour","01",".0","Screened","78","Type_5"
"355","RMS_78 02.02.04a.tif ",45.2603,29.8547,37,42,9.358,2.1877,54.314,45.231,1.693,4.046,0.0037730625,1072.88035625,0.0004480125,0.081855,6.03761875,"RMS_78","One.Hour","02","04","Sequential","78","Type_5"
"356","RMS_78 02.02.05a.tif ",42.8957,28.727,34,37,11.8523,2.5159,51.796,42.743,1.743,4.522,0.0022890625,983.74174375,0.0004908875,0.069135625,6.54723125,"RMS_78","One.Hour","02","05","Sequential","78","Type_5"
"357","RMS_78 02.02.06a.tif ",66.7209,36.7634,59,63,2.3123,1.0101,76.128,66.688,1.39,2.331,0.0015713125,1991.62943125,0.000197521875,0.0525175,6.8071875,"RMS_78","One.Hour","02","06","Sequential","78","Type_5"
"358","RMS_78 03.01.01a.tif ",45.5002,32.619,37,41,9.5199,2.4451,55.863,45.719,1.84,4.787,0.0031655,1113.16155,0.00044854375,0.0768375,6.28463125,"RMS_78","Five.Hours","01","01","Sequential","78","Type_5"
"359","RMS_78 03.01.01b.tif ",50.8015,33.2217,38,45,6.0012,1.8117,60.632,50.891,1.631,3.525,0.0019006875,1334.7341,0.00035964375,0.06256125,6.72255,"RMS_78","Five.Hours","01","01","Screened","78","Type_5"
"360","RMS_78 03.01.02a.tif ",51.0552,30.9587,44,48,6.8589,1.7939,59.955,51.11,1.534,3.203,0.0021868125,1275.5638625,0.00035136875,0.06366875,6.5444875,"RMS_78","Five.Hours","01","02","Sequential","78","Type_5"
"361","RMS_78 03.01.02b.tif ",65.4069,38.2299,51,60,2.1784,1.0932,75.982,65.517,1.424,2.463,0.00141675,2009.84135,0.000215625625,0.05170125,6.93361875,"RMS_78","Five.Hours","01","02","Screened","78","Type_5"
"362","RMS_78 03.01.03a.tif ",61.6451,35.3972,53,57,3.1352,1.1936,71.107,61.71,1.435,2.536,0.001274,1716.67320625,0.0002538375,0.0515375,7.03225625,"RMS_78","Five.Hours","01","03","Sequential","78","Type_5"
"363","RMS_78 03.01.03b.tif ",60.8359,37.6014,45,54,3.374,1.3972,71.354,60.852,1.525,2.903,0.0015631875,1856.88233125,0.00024421875,0.0544425,6.8850625,"RMS_78","Five.Hours","01","03","Screened","78","Type_5"
"364","RMS_78 03.01.04b.tif ",64.6038,38.924,51,59,2.2551,1.1616,75.025,63.944,1.492,2.664,0.001234375,2012.852425,0.00022318625,0.04975875,7.09406875,"RMS_78","Five.Hours","01","04","Screened","78","Type_5"
"365","RMS_78 03.02.04a.tif ",44.3315,29.6957,33,38,9.613,2.236,53.358,44.428,1.729,4.201,0.0040849375,1033.77910625,0.00047060625,0.085969375,5.9693625,"RMS_78","Five.Hours","02","04","Sequential","78","Type_5"
"366","RMS_78 03.02.05a.tif ",47.3536,30.445,40,44,8.7337,2.1059,56.393,47.206,1.649,3.795,0.002153875,1140.10225625,0.0004169875,0.06606125,6.5871125,"RMS_78","Five.Hours","02","05","Sequential","78","Type_5"
"367","RMS_78 03.02.05b.tif ",65.1857,38.8911,51,59,2.52,1.2009,75.546,64.576,1.489,2.671,0.00125325,1931.752075,0.00024040625,0.050909375,7.082075,"RMS_78","Five.Hours","02","05","Screened","78","Type_5"
"368","RMS_78 03.02.06a.tif ",67.6759,37.3024,57,65,2.0102,0.9407,77.127,67.709,1.396,2.302,0.0013968125,2013.5746,0.000201175,0.05068125,6.90910625,"RMS_78","Five.Hours","02","06","Sequential","78","Type_5"
"369","RMS_78 03.02.06b.tif ",53.0745,32.2675,42,49,5.7683,1.6425,62.068,53.143,1.536,3.122,0.0015061875,1360.04568125,0.0003353375,0.0564625,6.89929375,"RMS_78","Five.Hours","02","06","Screened","78","Type_5"
"370","RMS_78 03.02.07b.tif ",57.3531,34.5588,47,51,3.9318,1.4079,66.862,57.067,1.499,2.858,0.00156275,1627.40078125,0.000269,0.054921875,6.86868125,"RMS_78","Five.Hours","02","07","Screened","78","Type_5"
"371","RMS_78 04.01.01a.tif ",41.3746,31.4769,31,35,10.77,2.6184,51.868,40.891,1.949,5.472,0.0033808125,1028.68164375,0.000485525,0.07991875,6.24259375,"RMS_78","Ten.Hours","01","01","Sequential","78","Type_5"
"372","RMS_78 04.01.01b.tif ",60.7186,39.7085,40,52,2.549,1.3246,72.755,60.826,1.527,2.909,0.0014045625,1871.7493875,0.000258675,0.05451,7.00603125,"RMS_78","Ten.Hours","01","01","Screened","78","Type_5"
"373","RMS_78 04.01.02a.tif ",59.9087,38.9898,43,54,3.1419,1.4294,71.322,59.631,1.569,3.065,0.00137925,1909.9587875,0.00024568125,0.052740625,7.03026875,"RMS_78","Ten.Hours","01","02","Sequential","78","Type_5"
"374","RMS_78 04.01.02b.tif ",67.3139,39.4315,51,60,1.8514,1.0384,78.232,67.418,1.418,2.423,0.0013319375,2062.4716,0.000218194375,0.05116,6.9902125,"RMS_78","Ten.Hours","01","02","Screened","78","Type_5"
"375","RMS_78 04.01.03a.tif ",62.5637,36.3698,51,58,2.8452,1.1688,72.247,62.372,1.451,2.572,0.00130225,1739.62561875,0.0002609,0.05201,7.01199375,"RMS_78","Ten.Hours","01","03","Sequential","78","Type_5"
"376","RMS_78 04.01.03b.tif ",65.8391,42.9813,43,58,1.662,1.1678,78.5,65.757,1.529,2.797,0.00095061875,2181.1082,0.0002224875,0.046935,7.3859,"RMS_78","Ten.Hours","01","03","Screened","78","Type_5"
"377","RMS_78 04.01.04b.tif ",62.8955,38.9156,49,57,2.6596,1.2776,73.96,62.969,1.498,2.753,0.001179375,1980.57475625,0.000230004375,0.04955625,7.15395,"RMS_78","Ten.Hours","01","04","Screened","78","Type_5"
"378","RMS_78 04.02.04a.tif ",47.3737,30.346,36,41,8.0329,1.989,56.356,47.703,1.621,3.667,0.0041918125,1116.7994625,0.00042906875,0.085165625,5.92429375,"RMS_78","Ten.Hours","02","04","Sequential","78","Type_5"
"379","RMS_78 04.02.05a.tif ",51.5512,32.8228,42,46,6.1423,1.7912,61.052,51.548,1.598,3.432,0.0019185625,1361.45496875,0.00034338125,0.06113125,6.6979375,"RMS_78","Ten.Hours","02","05","Sequential","78","Type_5"
"380","RMS_78 04.02.05b.tif ",64.4757,39.977,46,57,2.3914,1.243,75.761,64.432,1.496,2.758,0.00101974375,1980.2220125,0.0002392125,0.0483275,7.30650625,"RMS_78","Ten.Hours","02","05","Screened","78","Type_5"
"381","RMS_78 04.02.06a.tif ",64.3665,37.3884,53,61,2.6798,1.1622,74.315,64.622,1.449,2.557,0.001348125,1888.935475,0.00023400375,0.05118375,6.98045,"RMS_78","Ten.Hours","02","06","Sequential","78","Type_5"
"382","RMS_78 04.02.06b.tif ",55.3954,35.4727,41,48,4.5245,1.5985,65.669,55.425,1.591,3.206,0.00132625,1573.9817875,0.0002989,0.053815625,7.06453125,"RMS_78","Ten.Hours","02","06","Screened","78","Type_5"
"383","RMS_78 04.02.07b.tif ",57.7733,36.1903,43,51,3.7698,1.4504,67.822,57.171,1.559,3.042,0.0015469375,1756.625725,0.0002532825,0.054025625,6.89364375,"RMS_78","Ten.Hours","02","07","Screened","78","Type_5"
"384","RMS_79 00.01.01a.tif ",53.2317,32.9478,44,49,5.7905,1.7355,62.529,53.158,1.563,3.24,0.0025838125,1306.24615625,0.000368175,0.067955625,6.41510625,"RMS_79","Fresh","01","01","Sequential","79","Type_5"
"385","RMS_79 00.01.02a.tif ",54.0172,32.2024,45,50,5.4471,1.5874,62.86,53.909,1.517,2.993,0.0029835,1370.20519375,0.00032945,0.06954,6.22815625,"RMS_79","Fresh","01","02","Sequential","79","Type_5"
"386","RMS_79 00.01.03a.tif ",54.6821,33.2041,46,52,5.2561,1.597,64.061,54.998,1.525,3.036,0.003086375,1447.9395875,0.0003134,0.070306875,6.19969375,"RMS_79","Fresh","01","03","Sequential","79","Type_5"
"387","RMS_79 00.02.04a.tif ",42.3932,30.7971,31,35,10.9393,2.5558,52.33,42.492,1.87,5.09,0.0024875,1016.62869375,0.000489975,0.07188125,6.508825,"RMS_79","Fresh","02","04","Sequential","79","Type_5"
"388","RMS_79 00.02.05a.tif ",47.0291,31.1757,38,43,8.274,2.0819,56.414,47.126,1.683,3.922,0.0035655625,1160.00503125,0.0004159375,0.078321875,6.0966875,"RMS_79","Fresh","02","05","Sequential","79","Type_5"
"389","RMS_79 00.02.06a.tif ",55.1772,37.1926,39,49,3.945,1.5777,66.456,55.262,1.604,3.318,0.00262025,1488.48055,0.00033455,0.07025875,6.41860625,"RMS_79","Fresh","02","06","Sequential","79","Type_5"
"390","RMS_79 01.01.01a.tif ",52.6788,33.1206,40,48,5.6404,1.7387,62.429,52.763,1.561,3.243,0.0020568125,1349.85395625,0.00035174375,0.0623025,6.63379375,"RMS_79","Ten.Minutes","01","01","Sequential","79","Type_5"
"391","RMS_79 01.01.02a.tif ",55.6515,33.735,45,51,4.243,1.4413,65.193,55.653,1.488,2.885,0.0027673125,1518.36480625,0.00029465,0.06733625,6.29804375,"RMS_79","Ten.Minutes","01","02","Sequential","79","Type_5"
"392","RMS_79 01.01.03a.tif ",55.6166,34.5757,41,52,4.4687,1.5267,65.555,55.905,1.535,3.031,0.0028953125,1543.9527875,0.000298075,0.06941625,6.271525,"RMS_79","Ten.Minutes","01","03","Sequential","79","Type_5"
"393","RMS_79 01.02.04a.tif ",45.7096,31.5704,33,41,8.8116,2.2271,55.492,45.847,1.762,4.317,0.0023274375,1132.86786875,0.0004340375,0.0687525,6.54515625,"RMS_79","Ten.Minutes","02","04","Sequential","79","Type_5"
"394","RMS_79 01.02.05a.tif ",50.2447,31.7968,40,45,6.0736,1.7265,59.501,50.167,1.573,3.317,0.003273,1292.47645625,0.00035865,0.07408625,6.15020625,"RMS_79","Ten.Minutes","02","05","Sequential","79","Type_5"
"395","RMS_79 01.02.06a.tif ",57.5032,36.9947,42,53,3.7189,1.4803,68.208,57.79,1.58,3.1,0.0028125625,1564.66551875,0.00031383125,0.07043375,6.31363125,"RMS_79","Ten.Minutes","02","06","Sequential","79","Type_5"
"396","RMS_79 02.01.01a.tif ",52.5127,32.851,42,46,5.9409,1.7747,61.981,52.494,1.581,3.307,0.00236875,1306.43193125,0.0003671625,0.06639125,6.5053375,"RMS_79","One.Hour","01","01","Sequential","79","Type_5"
"397","RMS_79 02.01.01b.tif ",57.5426,36.7346,40,50,3.366,1.3986,68.164,57.362,1.544,3.003,0.0019733125,1694.19533125,0.00027725625,0.06067,6.6490625,"RMS_79","One.Hour","01","01","Screened","79","Type_5"
"398","RMS_79 02.01.02a.tif ",60.8111,35.5507,48,54,3.1981,1.2472,70.066,60.632,1.482,2.698,0.0026333125,1736.9823,0.00024965,0.06480625,6.32795625,"RMS_79","One.Hour","01","02","Sequential","79","Type_5"
"399","RMS_79 02.01.02b.tif ",58.7514,34.783,48,54,3.5618,1.3133,68.366,58.739,1.477,2.716,0.003484625,1649.0144375,0.00026541875,0.073334375,6.0512125,"RMS_79","One.Hour","01","02","Screened","79","Type_5"
"400","RMS_79 02.01.03a.tif ",60.189,35.8122,51,56,3.4843,1.3294,70.25,60.105,1.465,2.703,0.00296225,1725.621525,0.00025718125,0.06883,6.22770625,"RMS_79","One.Hour","01","03","Sequential","79","Type_5"
"401","RMS_79 02.01.03b.tif ",56.51,35.6056,45,51,3.8628,1.4602,66.832,56.509,1.528,3.012,0.0026276875,1623.17926875,0.00028538125,0.066528125,6.36790625,"RMS_79","One.Hour","01","03","Screened","79","Type_5"
"402","RMS_79 02.01.04b.tif ",58.6916,35.8595,45,51,3.5377,1.3644,68.962,58.601,1.49,2.806,0.0030045625,1734.49120625,0.000255075,0.06912125,6.21518125,"RMS_79","One.Hour","01","04","Screened","79","Type_5"
"403","RMS_79 02.01.05b.tif ",55.105,34.7491,44,49,4.1866,1.5059,65.047,55.183,1.536,3.052,0.0026003125,1529.01631875,0.0003052125,0.066835,6.3869125,"RMS_79","One.Hour","01","05","Screened","79","Type_5"
"404","RMS_79 02.02.04a.tif ",43.2045,30.3842,32,36,9.9942,2.3676,52.979,43.197,1.766,4.573,0.0024570625,1051.3568375,0.00046745,0.070685625,6.49864375,"RMS_79","One.Hour","02","04","Sequential","79","Type_5"
"405","RMS_79 02.02.05a.tif ",51.5391,32.3128,41,46,5.76,1.6794,60.9,51.86,1.561,3.231,0.003372625,1338.84355,0.00034543125,0.0744675,6.1181875,"RMS_79","One.Hour","02","05","Sequential","79","Type_5"
"406","RMS_79 02.02.06a.tif ",55.7957,36.1651,42,47,4.1094,1.5474,66.339,56.18,1.596,3.196,0.0030306875,1451.9195375,0.000341025,0.07369125,6.24848125,"RMS_79","One.Hour","02","06","Sequential","79","Type_5"
"407","RMS_79 02.02.06b.tif ",53.0259,35.1723,40,45,5.0231,1.7051,63.75,53.067,1.595,3.413,0.0030715625,1357.5937,0.0003655875,0.0740825,6.23969375,"RMS_79","One.Hour","02","06","Screened","79","Type_5"
"408","RMS_79 02.02.07b.tif ",44.0567,31.6476,32,39,9.1469,2.3224,54.044,44.082,1.821,4.707,0.002275625,1123.7916625,0.00043908125,0.068546875,6.58596875,"RMS_79","One.Hour","02","07","Screened","79","Type_5"
"409","RMS_79 03.01.01a.tif ",55.9792,34.2722,45,50,4.5975,1.5365,65.519,56.02,1.541,3.042,0.0019138125,1465.78214375,0.00032169375,0.060705625,6.681075,"RMS_79","Five.Hours","01","01","Sequential","79","Type_5"
"410","RMS_79 03.01.01b.tif ",61.4856,38.5137,43,52,2.6112,1.2536,72.649,61.658,1.492,2.772,0.001910125,1865.59919375,0.00025146875,0.0598375,6.6628875,"RMS_79","Five.Hours","01","01","Screened","79","Type_5"
"411","RMS_79 03.01.02a.tif ",58.1143,34.8192,45,51,3.8733,1.3935,67.909,58.028,1.484,2.789,0.0032073125,1609.684475,0.00027916875,0.0718025,6.15795,"RMS_79","Five.Hours","01","02","Sequential","79","Type_5"
"412","RMS_79 03.01.02b.tif ",61.2722,36.3593,49,55,3.0512,1.247,71.046,61.111,1.475,2.684,0.003345875,1787.95326875,0.00024689375,0.072045625,6.092375,"RMS_79","Five.Hours","01","02","Screened","79","Type_5"
"413","RMS_79 03.01.03a.tif ",59.714,35.4095,48,54,3.6341,1.355,69.476,59.717,1.482,2.747,0.0034718125,1668.85494375,0.00026886875,0.073624375,6.06935625,"RMS_79","Five.Hours","01","03","Sequential","79","Type_5"
"414","RMS_79 03.01.03b.tif ",55.7543,34.5823,45,50,4.5779,1.5506,65.512,55.657,1.55,3.073,0.0026864375,1535.134675,0.00030109375,0.0670375,6.3424625,"RMS_79","Five.Hours","01","03","Screened","79","Type_5"
"415","RMS_79 03.01.04b.tif ",59.479,35.9358,47,53,3.4815,1.3277,69.389,59.39,1.5,2.809,0.0032346875,1738.61123125,0.00025488125,0.071203125,6.1369125,"RMS_79","Five.Hours","01","04","Screened","79","Type_5"
"416","RMS_79 03.01.05b.tif ",54.6037,33.8839,43,48,4.5422,1.5264,64.297,54.743,1.532,3.026,0.0025553125,1500.940375,0.0003032125,0.066488125,6.3923625,"RMS_79","Five.Hours","01","05","Screened","79","Type_5"
"417","RMS_79 03.02.04a.tif ",44.1983,30.6743,34,38,9.2312,2.2546,53.653,44.258,1.777,4.43,0.0025170625,1081.4189125,0.000453175,0.07134625,6.4645625,"RMS_79","Five.Hours","02","04","Sequential","79","Type_5"
"418","RMS_79 03.02.05a.tif ",54.1535,33.7205,39,51,4.6564,1.5327,63.871,53.989,1.533,3.047,0.003591875,1476.00758125,0.0003103,0.07656375,6.05416875,"RMS_79","Five.Hours","02","05","Sequential","79","Type_5"
"419","RMS_79 03.02.06a.tif ",57.9292,37.5178,43,54,3.5193,1.4601,68.578,57.747,1.592,3.167,0.0028534375,1612.60745,0.00030434375,0.071565,6.30145,"RMS_79","Five.Hours","02","06","Sequential","79","Type_5"
"420","RMS_79 03.02.06b.tif ",56.2351,36.8052,41,52,4.0127,1.5441,67.237,56.519,1.581,3.191,0.002773875,1536.07655,0.0003204875,0.0704475,6.32844375,"RMS_79","Five.Hours","02","06","Screened","79","Type_5"
"421","RMS_79 03.02.07b.tif ",43.3985,31.3952,32,36,9.6154,2.3813,53.717,43.395,1.799,4.724,0.0024214375,1095.489725,0.000451375,0.07023625,6.5262375,"RMS_79","Five.Hours","02","07","Screened","79","Type_5"
"422","RMS_79 04.01.01a.tif ",60.5237,35.9858,49,57,3.3842,1.3215,70.345,60.748,1.484,2.738,0.0015765625,1627.54500625,0.00028851875,0.05601375,6.853,"RMS_79","Ten.Hours","01","01","Sequential","79","Type_5"
"423","RMS_79 04.01.01b.tif ",65.0667,39.6265,47,61,2.1448,1.1485,76.384,64.957,1.466,2.603,0.00166725,2010.84470625,0.0002304625,0.05616125,6.78488125,"RMS_79","Ten.Hours","01","01","Screened","79","Type_5"
"424","RMS_79 04.01.02a.tif ",61.2452,36.5073,49,55,2.8812,1.2294,71.363,61.101,1.455,2.66,0.002642125,1815.65055,0.0002412,0.06554375,6.327475,"RMS_79","Ten.Hours","01","02","Sequential","79","Type_5"
"425","RMS_79 04.01.02b.tif ",64.0716,37.2002,54,60,2.5007,1.137,74.189,64.041,1.433,2.51,0.002918875,1915.5638375,0.000224674375,0.06768,6.21515,"RMS_79","Ten.Hours","01","02","Screened","79","Type_5"
"426","RMS_79 04.01.03a.tif ",64.0607,38.1651,51,56,2.4477,1.1679,74.835,64.008,1.442,2.565,0.0025128125,1963.82179375,0.000225541875,0.064354375,6.3741875,"RMS_79","Ten.Hours","01","03","Sequential","79","Type_5"
"427","RMS_79 04.01.03b.tif ",62.5611,37.3877,48,57,2.6508,1.1929,72.965,62.715,1.456,2.617,0.001884625,1876.579675,0.00023702375,0.057910625,6.6542375,"RMS_79","Ten.Hours","01","03","Screened","79","Type_5"
"428","RMS_79 04.01.04b.tif ",65.1716,38.6829,49,60,2.2282,1.1251,75.867,65.078,1.436,2.549,0.002287,2066.084,0.000208756875,0.06109375,6.45921875,"RMS_79","Ten.Hours","01","04","Screened","79","Type_5"
"429","RMS_79 04.01.05b.tif ",61.4,36.3228,50,55,3.1425,1.2821,71.115,61.273,1.478,2.702,0.0022361875,1770.93958125,0.00025110625,0.061796875,6.50645,"RMS_79","Ten.Hours","01","05","Screened","79","Type_5"
"430","RMS_79 04.02.04a.tif ",46.7154,31.4747,34,41,7.8644,2.0513,56.204,46.789,1.706,3.99,0.00221125,1185.86271875,0.0004066625,0.0670975,6.5726125,"RMS_79","Ten.Hours","02","04","Sequential","79","Type_5"
"431","RMS_79 04.02.05a.tif ",56.0669,34.04,44,49,4.0956,1.4311,65.629,55.846,1.498,2.907,0.003251375,1510.4215375,0.0003022125,0.07343125,6.14485,"RMS_79","Ten.Hours","02","05","Sequential","79","Type_5"
"432","RMS_79 04.02.06a.tif ",58.6448,36.5656,47,53,3.5718,1.4021,68.973,58.898,1.543,2.942,0.0027175,1544.76581875,0.0003168625,0.0697325,6.32605,"RMS_79","Ten.Hours","02","06","Sequential","79","Type_5"
"433","RMS_79 04.02.06b.tif ",58.5092,36.9179,45,50,3.5822,1.4415,69.004,58.395,1.547,3.011,0.002419875,1597.00764375,0.0003048875,0.065944375,6.4500625,"RMS_79","Ten.Hours","02","06","Screened","79","Type_5"
