#, Angular Second Moment, Contrast, Correlation, Inverse Difference Moment, Entropy,
RMS_46 02.01.02a.tif , 0.001586 , 824.0294 , 0.000562 , 0.06721 , 6.8713
RMS_46 02.01.02a.tif , 0.001578 , 825.471 , 0.0005615 , 0.06672 , 6.8737
RMS_46 02.01.02b.tif , 0.00172 , 784.1564 , 0.0005814 , 0.06887 , 6.794
RMS_46 02.01.02b.tif , 0.001725 , 765.3356 , 0.0005889 , 0.069 , 6.7876
RMS_46 02.01.02b.tif , 0.00172 , 785.4673 , 0.0005808 , 0.06886 , 6.7942
RMS_46 02.01.02b.tif , 0.001725 , 767.107 , 0.000588 , 0.069 , 6.7878
RMS_46 02.01.03a.tif , 0.0009404 , 974.4119 , 0.0004644 , 0.0579 , 7.3322
RMS_46 02.01.03a.tif , 0.0009236 , 1026.9933 , 0.000451 , 0.05683 , 7.3508
RMS_46 02.01.03a.tif , 0.0009404 , 974.6527 , 0.0004643 , 0.05789 , 7.3323
RMS_46 02.01.03a.tif , 0.0009235 , 1028.3893 , 0.0004507 , 0.05682 , 7.3512
RMS_46 02.01.03b.tif , 0.001777 , 869.0301 , 0.0005109 , 0.06959 , 6.7778
RMS_46 02.01.03b.tif , 0.001769 , 859.1283 , 0.0005137 , 0.06893 , 6.7764
RMS_46 02.01.03b.tif , 0.001778 , 868.5459 , 0.000511 , 0.06961 , 6.7778
RMS_46 02.01.03b.tif , 0.001769 , 859.9305 , 0.0005134 , 0.06891 , 6.7766
RMS_46 02.01.04b.tif , 0.001662 , 831.1687 , 0.0005291 , 0.06832 , 6.8467
RMS_46 02.01.04b.tif , 0.001655 , 826.776 , 0.0005303 , 0.06786 , 6.8467
RMS_46 02.01.04b.tif , 0.001663 , 831.0072 , 0.0005291 , 0.06833 , 6.8466
RMS_46 02.01.04b.tif , 0.001655 , 827.5223 , 0.0005301 , 0.06783 , 6.847
RMS_46 02.02.04a.tif , 0.001597 , 703.4905 , 0.0006385 , 0.06998 , 6.8769
RMS_46 02.02.04a.tif , 0.001592 , 694.4464 , 0.0006427 , 0.06965 , 6.8752
RMS_46 02.02.04a.tif , 0.001597 , 703.3503 , 0.0006386 , 0.06998 , 6.8767
RMS_46 02.02.04a.tif , 0.001592 , 695.1015 , 0.0006422 , 0.06964 , 6.8753
RMS_46 02.02.05a.tif , 0.0018 , 707.3784 , 0.0006557 , 0.07112 , 6.7516
RMS_46 02.02.05a.tif , 0.00179 , 710.3173 , 0.000654 , 0.07034 , 6.7539
RMS_46 02.02.05a.tif , 0.001799 , 708.083 , 0.0006553 , 0.07112 , 6.7519
RMS_46 02.02.05a.tif , 0.001791 , 709.5132 , 0.0006545 , 0.07033 , 6.7535
RMS_46 02.02.05b.tif , 0.001236 , 1001.4956 , 0.0004735 , 0.06042 , 7.0718
RMS_46 02.02.05b.tif , 0.00122 , 1025.0977 , 0.0004663 , 0.05925 , 7.0813
RMS_46 02.02.05b.tif , 0.001236 , 1003.1548 , 0.0004729 , 0.06042 , 7.0722
RMS_46 02.02.05b.tif , 0.00122 , 1025.7446 , 0.0004661 , 0.05922 , 7.0815
RMS_46 02.02.06a.tif , 0.00127 , 1074.2117 , 0.0004394 , 0.06073 , 7.0503
RMS_46 02.02.06a.tif , 0.00127 , 1070.3984 , 0.0004402 , 0.06104 , 7.0492
RMS_46 02.02.06a.tif , 0.00127 , 1075.165 , 0.0004391 , 0.06073 , 7.0504
RMS_46 02.02.06a.tif , 0.00127 , 1070.909 , 0.0004401 , 0.06103 , 7.0495
RMS_46 02.02.06b.tif , 0.001075 , 1249.0038 , 0.0003577 , 0.05706 , 7.2001
RMS_46 02.02.06b.tif , 0.001059 , 1303.1704 , 0.0003497 , 0.0559 , 7.2152
RMS_46 02.02.06b.tif , 0.001075 , 1248.5503 , 0.0003577 , 0.05707 , 7.2
RMS_46 02.02.06b.tif , 0.001059 , 1296.6983 , 0.0003507 , 0.0559 , 7.214
RMS_46 02.02.07b.tif , 0.001274 , 1348.568 , 0.0003489 , 0.05881 , 7.028
RMS_46 02.02.07b.tif , 0.001272 , 1348.1292 , 0.0003489 , 0.05863 , 7.028
RMS_46 02.02.07b.tif , 0.001274 , 1350.1492 , 0.0003487 , 0.05882 , 7.0283
RMS_46 02.02.07b.tif , 0.001273 , 1342.2991 , 0.0003498 , 0.05864 , 7.0269
RMS_46 02.02.08b.tif , 0.001248 , 1348.2292 , 0.0003525 , 0.05831 , 7.0317
RMS_46 02.02.08b.tif , 0.001259 , 1296.3048 , 0.000361 , 0.05874 , 7.019
RMS_46 02.02.08b.tif , 0.001248 , 1350.3257 , 0.0003521 , 0.05832 , 7.0321
RMS_46 02.02.08b.tif , 0.001259 , 1296.9707 , 0.0003609 , 0.05875 , 7.0192
RMS_46 03.01.01a.tif , 0.001016 , 813.3053 , 0.0005517 , 0.06179 , 7.2844
RMS_46 03.01.01a.tif , 0.0009847 , 868.8357 , 0.0005321 , 0.05919 , 7.3103
RMS_46 03.01.01a.tif , 0.001016 , 812.8465 , 0.0005519 , 0.0618 , 7.2843
RMS_46 03.01.01a.tif , 0.0009845 , 867.9415 , 0.0005326 , 0.05917 , 7.3105
RMS_46 03.01.01b.tif , 0.001378 , 874.6523 , 0.0005117 , 0.06535 , 7.0235
RMS_46 03.01.01b.tif , 0.001382 , 852.3845 , 0.0005182 , 0.06545 , 7.0162
RMS_46 03.01.01b.tif , 0.001378 , 873.9085 , 0.0005119 , 0.06535 , 7.0232
RMS_46 03.01.01b.tif , 0.001382 , 851.6778 , 0.0005185 , 0.06544 , 7.0161
RMS_46 03.01.02a.tif , 0.001236 , 852.2966 , 0.0005085 , 0.06411 , 7.1329
RMS_46 03.01.02a.tif , 0.001224 , 862.7386 , 0.0005055 , 0.06337 , 7.1391
RMS_46 03.01.02a.tif , 0.001236 , 851.6651 , 0.0005087 , 0.06409 , 7.1326
RMS_46 03.01.02a.tif , 0.001224 , 860.7454 , 0.0005061 , 0.06336 , 7.1384
RMS_46 03.01.02b.tif , 0.001535 , 742.4053 , 0.0005835 , 0.069 , 6.9171
RMS_46 03.01.02b.tif , 0.001534 , 729.5821 , 0.000588 , 0.06882 , 6.913
RMS_46 03.01.02b.tif , 0.001535 , 744.582 , 0.0005826 , 0.069 , 6.9176
RMS_46 03.01.02b.tif , 0.001534 , 733.0503 , 0.0005866 , 0.06879 , 6.9142
RMS_46 03.01.03a.tif , 0.0005392 , 1003.3469 , 0.0003843 , 0.05333 , 7.8719
RMS_46 03.01.03a.tif , 0.0005177 , 1112.8895 , 0.0003694 , 0.05064 , 7.912
RMS_46 03.01.03a.tif , 0.0005391 , 1004.127 , 0.0003842 , 0.05334 , 7.8722
RMS_46 03.01.03a.tif , 0.0005177 , 1112.7342 , 0.0003694 , 0.05067 , 7.912
RMS_46 03.01.03b.tif , 0.001535 , 921.4596 , 0.0004829 , 0.06632 , 6.9077
RMS_46 03.01.03b.tif , 0.001538 , 899.2029 , 0.0004886 , 0.06638 , 6.9009
RMS_46 03.01.03b.tif , 0.001535 , 922.9306 , 0.0004825 , 0.06634 , 6.9082
RMS_46 03.01.03b.tif , 0.001538 , 897.3643 , 0.0004891 , 0.06638 , 6.9003
RMS_46 03.01.04b.tif , 0.001476 , 843.1635 , 0.0005141 , 0.06686 , 6.9634
RMS_46 03.01.04b.tif , 0.001476 , 832.8477 , 0.000517 , 0.06687 , 6.9603
RMS_46 03.01.04b.tif , 0.001476 , 846.5651 , 0.000513 , 0.06686 , 6.9643
RMS_46 03.01.04b.tif , 0.001476 , 836.1247 , 0.0005159 , 0.06681 , 6.9606
RMS_46 03.02.04a.tif , 0.00144 , 780.7489 , 0.0005683 , 0.06721 , 6.9793
RMS_46 03.02.04a.tif , 0.001428 , 781.6266 , 0.0005679 , 0.06635 , 6.9826
RMS_46 03.02.04a.tif , 0.00144 , 779.4253 , 0.0005688 , 0.06723 , 6.9788
RMS_46 03.02.04a.tif , 0.001429 , 781.7884 , 0.0005678 , 0.06634 , 6.9825
RMS_46 03.02.05a.tif , 0.001806 , 702.5923 , 0.0006486 , 0.07167 , 6.7475
RMS_46 03.02.05a.tif , 0.001758 , 754.3831 , 0.0006226 , 0.06877 , 6.7728
RMS_46 03.02.05a.tif , 0.001806 , 703.9875 , 0.0006479 , 0.07166 , 6.7481
RMS_46 03.02.05a.tif , 0.001758 , 755.3897 , 0.0006221 , 0.06874 , 6.7731
RMS_46 03.02.05b.tif , 0.001057 , 840.2871 , 0.0005301 , 0.06074 , 7.2488
RMS_46 03.02.05b.tif , 0.001053 , 842.4022 , 0.0005293 , 0.06063 , 7.2498
RMS_46 03.02.05b.tif , 0.001057 , 839.202 , 0.0005305 , 0.06075 , 7.2484
RMS_46 03.02.05b.tif , 0.001053 , 844.3724 , 0.0005287 , 0.06061 , 7.2505
RMS_46 03.02.06a.tif , 0.0009272 , 1004.672 , 0.000439 , 0.05717 , 7.3601
RMS_46 03.02.06a.tif , 0.0009118 , 1051.0775 , 0.0004289 , 0.05567 , 7.3764
RMS_46 03.02.06a.tif , 0.000927 , 1007.6805 , 0.0004383 , 0.05717 , 7.3609
RMS_46 03.02.06a.tif , 0.0009116 , 1052.9371 , 0.0004285 , 0.05565 , 7.3771
RMS_46 03.02.06b.tif , 0.001013 , 1140.1074 , 0.0003815 , 0.05727 , 7.2673
RMS_46 03.02.06b.tif , 0.000995 , 1195.7817 , 0.0003726 , 0.05585 , 7.2854
RMS_46 03.02.06b.tif , 0.001013 , 1139.132 , 0.0003817 , 0.05728 , 7.2671
RMS_46 03.02.06b.tif , 0.0009953 , 1191.9895 , 0.0003733 , 0.05586 , 7.2844
RMS_46 03.02.07b.tif , 0.001191 , 1152.3818 , 0.0003859 , 0.05966 , 7.1117
RMS_46 03.02.07b.tif , 0.00118 , 1182.749 , 0.0003807 , 0.05877 , 7.1207
RMS_46 03.02.07b.tif , 0.001191 , 1152.7316 , 0.0003858 , 0.05966 , 7.1118
RMS_46 03.02.07b.tif , 0.001181 , 1177.7516 , 0.0003815 , 0.05876 , 7.1195
RMS_46 03.02.08b.tif , 0.001099 , 1226.189 , 0.0003777 , 0.0574 , 7.1595
RMS_46 03.02.08b.tif , 0.001091 , 1240.8285 , 0.000375 , 0.05669 , 7.1644
RMS_46 03.02.08b.tif , 0.001099 , 1225.5806 , 0.0003778 , 0.05741 , 7.1593
RMS_46 03.02.08b.tif , 0.001091 , 1239.8093 , 0.0003752 , 0.05668 , 7.1642
RMS_46 04.01.01a.tif , 0.001054 , 831.0566 , 0.0005442 , 0.06125 , 7.2478
RMS_46 04.01.01a.tif , 0.00103 , 870.3291 , 0.0005305 , 0.05946 , 7.2661
RMS_46 04.01.01a.tif , 0.001053 , 831.8419 , 0.0005439 , 0.06124 , 7.2481
RMS_46 04.01.01a.tif , 0.00103 , 869.2947 , 0.000531 , 0.05946 , 7.2662
RMS_46 04.01.01b.tif , 0.001215 , 1022.1861 , 0.0004368 , 0.06182 , 7.134
RMS_46 04.01.01b.tif , 0.001211 , 1012.006 , 0.000439 , 0.06139 , 7.1325
RMS_46 04.01.01b.tif , 0.001215 , 1023.5841 , 0.0004365 , 0.06182 , 7.1344
RMS_46 04.01.01b.tif , 0.001211 , 1011.5908 , 0.000439 , 0.06138 , 7.1324
RMS_46 04.01.02a.tif , 0.001169 , 936.797 , 0.0004641 , 0.06178 , 7.1845
RMS_46 04.01.02a.tif , 0.00116 , 953.9312 , 0.00046 , 0.06116 , 7.191
RMS_46 04.01.02a.tif , 0.001169 , 936.6938 , 0.000464 , 0.0618 , 7.1845
RMS_46 04.01.02a.tif , 0.00116 , 953.3165 , 0.0004602 , 0.06115 , 7.191
RMS_46 04.01.02b.tif , 0.00165 , 755.9066 , 0.0005914 , 0.06969 , 6.8606
RMS_46 04.01.02b.tif , 0.001664 , 724.4167 , 0.0006038 , 0.07027 , 6.848
RMS_46 04.01.02b.tif , 0.00165 , 757.4279 , 0.0005907 , 0.06968 , 6.861
RMS_46 04.01.02b.tif , 0.001664 , 727.4243 , 0.0006025 , 0.07027 , 6.8488
RMS_46 04.01.03a.tif , 0.0004819 , 1089.9175 , 0.0003594 , 0.05093 , 7.9602
RMS_46 04.01.03a.tif , 0.0004684 , 1168.7598 , 0.0003498 , 0.04917 , 7.9878
RMS_46 04.01.03a.tif , 0.0004817 , 1092.8243 , 0.000359 , 0.05095 , 7.9609
RMS_46 04.01.03a.tif , 0.0004681 , 1172.2352 , 0.0003493 , 0.04917 , 7.9888
RMS_46 04.01.03b.tif , 0.001301 , 1028.9942 , 0.0004348 , 0.06275 , 7.0378
RMS_46 04.01.03b.tif , 0.001312 , 982.0038 , 0.0004449 , 0.06348 , 7.0225
RMS_46 04.01.03b.tif , 0.001301 , 1028.8311 , 0.0004349 , 0.06274 , 7.0378
RMS_46 04.01.03b.tif , 0.001312 , 983.1526 , 0.0004446 , 0.06347 , 7.0228
RMS_46 04.01.04b.tif , 0.001237 , 1017.3482 , 0.0004408 , 0.06182 , 7.0958
RMS_46 04.01.04b.tif , 0.001252 , 969.4106 , 0.0004513 , 0.06268 , 7.0792
RMS_46 04.01.04b.tif , 0.001237 , 1019.1325 , 0.0004403 , 0.06182 , 7.0962
RMS_46 04.01.04b.tif , 0.001252 , 970.7341 , 0.000451 , 0.06266 , 7.0795
RMS_46 04.02.04a.tif , 0.001374 , 824.4512 , 0.000548 , 0.06545 , 7.0208
RMS_46 04.02.04a.tif , 0.001365 , 818.5331 , 0.0005499 , 0.06497 , 7.0215
RMS_46 04.02.04a.tif , 0.001374 , 824.2943 , 0.0005481 , 0.06546 , 7.0207
RMS_46 04.02.04a.tif , 0.001366 , 818.115 , 0.0005501 , 0.06496 , 7.0213
RMS_46 04.02.05a.tif , 0.001449 , 711.9083 , 0.0006309 , 0.06757 , 6.9606
RMS_46 04.02.05a.tif , 0.001455 , 696.5855 , 0.0006378 , 0.06771 , 6.9534
RMS_46 04.02.05a.tif , 0.001449 , 712.2182 , 0.0006308 , 0.06758 , 6.9607
RMS_46 04.02.05a.tif , 0.001455 , 695.0674 , 0.0006386 , 0.0677 , 6.9532
RMS_46 04.02.05b.tif , 0.001018 , 885.4143 , 0.0004994 , 0.05993 , 7.277
RMS_46 04.02.05b.tif , 0.001009 , 901.6593 , 0.0004947 , 0.05942 , 7.2843
RMS_46 04.02.05b.tif , 0.001018 , 885.9949 , 0.0004992 , 0.05993 , 7.2771
RMS_46 04.02.05b.tif , 0.001009 , 902.0977 , 0.0004946 , 0.0594 , 7.2844
RMS_46 04.02.06a.tif , 0.0009703 , 1117.2149 , 0.0004141 , 0.05586 , 7.31
RMS_46 04.02.06a.tif , 0.0009744 , 1092.7894 , 0.0004192 , 0.0561 , 7.3029
RMS_46 04.02.06a.tif , 0.0009707 , 1113.5493 , 0.0004149 , 0.0559 , 7.309
RMS_46 04.02.06a.tif , 0.0009743 , 1093.513 , 0.000419 , 0.05611 , 7.303
RMS_46 04.02.06b.tif , 0.0009968 , 1099.8916 , 0.0004039 , 0.05687 , 7.301
RMS_46 04.02.06b.tif , 0.0009991 , 1087.8193 , 0.000406 , 0.05694 , 7.2972
RMS_46 04.02.06b.tif , 0.0009968 , 1098.6033 , 0.0004042 , 0.05689 , 7.3008
RMS_46 04.02.06b.tif , 0.0009993 , 1086.8359 , 0.0004062 , 0.05693 , 7.2969
RMS_46 04.02.07b.tif , 0.001185 , 1160.8141 , 0.0003892 , 0.05929 , 7.126
RMS_46 04.02.07b.tif , 0.001157 , 1237.1726 , 0.0003756 , 0.05746 , 7.1486
RMS_46 04.02.07b.tif , 0.001185 , 1163.5433 , 0.0003887 , 0.05926 , 7.1265
RMS_46 04.02.07b.tif , 0.001157 , 1233.127 , 0.0003764 , 0.05748 , 7.1478
RMS_46 04.02.08b.tif , 0.001088 , 1219.0535 , 0.000382 , 0.05705 , 7.1742
RMS_46 04.02.08b.tif , 0.001091 , 1193.3639 , 0.0003866 , 0.05742 , 7.1674
